page,country,rev_id,Geography,Population mid-2018 (millions)
Protocol Concerning the Redeployment in Hebron,Palestinian Territory,788026998,,
Ferdinand Essandja,"Congo, Dem. Rep. of",788054013,,
Youssouf Bakayoko,Ivorian,788065543,,
Thomas Charles Scanlen,Cape Colony,788098639,,
Hermann Zwierzina,Czech Republic,788121309,,
Yousef al-Khalidi,Palestinian Territory,788159128,,
Eduard Zeman,Czech Republic,788178766,,
List of mayors of Nablus,Palestinian Territory,788189214,,
Clement Arrindell,Saint Kitts and Nevis,788231533,,
Médard Albrand,Guadeloupe,788239179,,
Apenera Short,Cook Island,788240713,,
Doroteo Vasconcelos,Salvadoran,788264133,,
Henry Lémery,Martinique,788271645,,
Harold Smedley,Pitcairn Islands,788318957,,
Chantal Compaoré,Ivorian,788330706,,
Saul Solomon,Cape Colony,788361321,,
Richard Bienert,Czech Republic,788410657,,
Désiré Tagro,Ivorian,788421683,,
Khalil al-Hayya,Palestinian Territory,788437086,,
Peter de Havilland,Guernsey,788446515,,
Alfredo Cristiani,Salvadoran,788447923,,
Alfredo Pires,East Timorese,788450147,,
Mamadou Koulibaly,Ivorian,788462808,,
Martin Kabwelulu,"Congo, Dem. Rep. of",788465848,,
Pascal Affi N'Guessan,Ivorian,788498433,,
Mana Strickland,Cook Island,788499686,,
President of the Palestinian National Authority,Palestinian Territory,788509815,,
Tommy Remengesau,Palauan,788566799,,
Thomas Remengesau Sr.,Palauan,788566961,,
Ngiratkel Etpison,Palauan,788567219,,
Fathi Ahmad Hammad,Palestinian Territory,788591724,,
Tony Tuimavave,Samoan,788649434,,
Alphonso Theodore Roberts,Saint Vincent and the Grenadines,788672768,,
Thomas Upington,Cape Colony,788717893,,
Alvina Reynolds,Saint Lucian,788727127,,
Alfred Almont,Martinique,788793894,,
Thierry Robert,French Guiana,788799439,,
Louis-Joseph Manscour,Martinique,788807319,,
Juliana Rimane,French Guiana,788807577,,
Joël Beaugendre,Guadeloupe,788807612,,
Hélène Vainqueur-Christophe,Guadeloupe,788810121,,
Gabrielle Louis-Carabin,Guadeloupe,788814960,,
Daniel Marsin,Guadeloupe,788815849,,
Étienne Djaument,Ivorian,788825623,,
Victor Biaka Boda,Ivorian,788825785,,
Thélus Léro,Martinique,788825794,,
Raphaël Etifier,Martinique,788825979,,
Pierre Monnerville,Guadeloupe,788826068,,
Paul Symphor,Martinique,788827072,,
Lucius-Duquesnes Gustave,Guadeloupe,788827709,,
Lucien Bernier,Guadeloupe,788827724,,
Loubo Augustin Djessou,Ivorian,788827789,,
Jules Patient,French Guiana,788827828,,
Rahila Al Riyami,Omani,788828342,,
Gaston Monnerville,French Guiana,788828507,,
Eugénie Éboué-Tell,French Guiana,788828649,,
Clovis Renaison,Guadeloupe,788828762,,
Christiane Taubira,French Guiana,788828802,,
Léopold Héder,French Guiana,788830652,,
Léon Bertrand,French Guiana,788837401,,
William (Smiley) Heather,Cook Island,788897273,,
Rose Toki-Brown,Cook Island,788897549,,
Teina Bishop,Cook Island,788898457,,
Pumati Israela,Cook Island,788899523,,
Abdullah Rimawi,Palestinian Territory,788953220,,
William Henry Bramble,Montserratian,788976365,,
Yahya Hammuda,Palestinian Territory,788988278,,
Justin Catayée,French Guiana,789009266,,
Niels Winther Poulsen,Faroese,789029085,,
Raul Eshba,Abkhazia,789039267,,
Andrej Einspieler,Carniolan,789072979,,
Václav Hampl,Czech Republic,789102318,,
Andries Stockenström (judge),Cape Colony,789120101,,
Hani al-Hassan,Palestinian Territory,789228790,,
Robert Wynyard,Cape Colony,789258720,,
Ivan Lorković,Carniolan,789263095,,
Janko Kersnik,Carniolan,789273199,,
Bjørt Samuelsen,Faroese,789306157,,
Jenis av Rana,Faroese,789307497,,
Heðin Mortensen,Faroese,789307569,,
Rasmus Effersøe,Faroese,789307632,,
Trygvi Samuelsen,Faroese,789308387,,
Eilif Samuelsen,Faroese,789308554,,
Jógvan Skorheim,Faroese,789310556,,
Alu Alkhanov,Chechen,789327678,,
Adam Delimkhanov,Chechen,789328171,,
Alexander Dzasokhov,Ossetian,789328182,,
Magomedali Magomedov,Dagestani,789329935,,
Gabriel Serville,French Guiana,789340739,,
Antipas Mbusa,"Congo, Dem. Rep. of",789437538,,
Aké Loba,Ivorian,789476691,,
Laurent Mbariko,"Congo, Dem. Rep. of",789487250,,
Jeremiah Chirau,Rhodesian,789545107,,
Miroslav Grebeníček,Czech Republic,789546047,,
Vlasta Štěpová,Czech Republic,789546066,,
Egon Lánský,Czech Republic,789546079,,
Antonín Prachař,Czech Republic,789546102,,
Milan Horálek,Czech Republic,789546147,,
Orle Solís,Hondura,789599196,,
Sergio Arturo Castellanos,Hondura,789599235,,
Hipólita Rodríguez,Hondura,789599241,,
German Leitzelar,Hondura,789599248,,
Marco Antonio Andino,Hondura,789599260,,
Lisandro Mauricio Arias,Hondura,789599265,,
José Azcona Bocock,Hondura,789599272,,
Yadira Bendaña,Hondura,789599288,,
José Rosario Bonano,Hondura,789599294,,
Romualdo Bueso Melghem,Hondura,789599300,,
Teófilo Enamorado,Hondura,789599316,,
Gabo Alfredo Jalil,Hondura,789599319,,
Eleazar Alexander Juárez,Hondura,789599323,,
Carlos Alfredo Lara Watson,Hondura,789599331,,
Wenceslao Lara Orellana,Hondura,789599336,,
Maria Aracely Leiva,Hondura,789599343,,
Fredy Renán Nájera,Hondura,789599348,,
Waldina Paz,Hondura,789599355,,
Jesús Dagoberto Perdomo,Hondura,789599360,,
Modesto Rodas Alvarado,Hondura,789599369,,
Erick Mauricio Rodríguez,Hondura,789599374,,
Víctor Rolando Sabillón,Hondura,789599381,,
Dennis Antonio Sánchez,Hondura,789599388,,
Elman Joel Sandoval,Hondura,789599393,,
Mario Edgardo Segura,Hondura,789599398,,
Perla Simons,Hondura,789599401,,
Felipe Zúniga del Cid,Hondura,789599406,,
Juan Francisco Argeñal,Hondura,789599415,,
Nasry Asfura,Hondura,789599418,,
Yaudet Burbara,Hondura,789599427,,
Oscar Orlando Burgos,Hondura,789599429,,
Wilfredo Bustillo Castellanos,Hondura,789599434,,
Victoria Carrasco,Hondura,789599444,,
Gladys Bernarda Casco,Hondura,789599449,,
Rigoberto Chang Castillo,Hondura,789599455,,
María Teresa Chávez,Hondura,789599463,,
Alberto Chedrani,Hondura,789599476,,
Celín Discua,Hondura,789599485,,
Martha Concepción Figueroa,Hondura,789599488,,
Brenda Mercedes Flores,Hondura,789599496,,
Julio César Gámez Interiano,Hondura,789599506,,
Roberto Gámez Panchamé,Hondura,789599509,,
Miguel Ángel Gámez,Hondura,789599513,,
Lorena Enriqueta Herrera,Hondura,789599522,,
Rodolfo Irias Navas,Hondura,789599528,,
Abraham Kafati Díaz,Hondura,789599532,,
Juan Fernando Lobo,Hondura,789599542,,
Miguel Edgardo Martínez,Hondura,789599547,,
Eliseo Noel Mejía,Hondura,789599561,,
Oscar Ramón Nájera,Hondura,789599562,,
Claudio Roberto Perdomo,Hondura,789599568,,
Mario Alonso Pérez López,Hondura,789599570,,
Milton Jesús Puerto,Hondura,789599575,,
Oswaldo Ramos Soto,Hondura,789599581,,
Donaldo Ernesto Reyes,Hondura,789599586,,
Antonio Rivera Callejas,Hondura,789599589,,
José Juan Rivera Ramos,Hondura,789599594,,
Salvador Valeriano Pineda,Hondura,789599607,,
Welsy Vásquez,Hondura,789599609,,
José Rodolfo Zelaya,Hondura,789599615,,
Yessenia Coely Zelaya,Hondura,789599618,,
Adela Elizabeth Zúñiga,Hondura,789599620,,
Ramón Villeda Bermúdez,Hondura,789600726,,
Jorge Aguilar Paredes,Hondura,789600760,,
Andrés Pavón,Hondura,789600953,,
Marvin Ponce,Hondura,789600975,,
Jorge Elvir,Hondura,789601015,,
Rodolfo Padilla Sunseri,Hondura,789601536,,
"John de Villiers, 1st Baron de Villiers",Cape Colony,789675927,,
Ivan Šusteršič,Carniolan,789681987,,
Winston Field,Rhodesian,789689591,,
Louis Zachariasen,Faroese,789708924,,
"Sir Philip Carteret, 1st Baronet",Jersey,789753704,,
"Sir Philip Carteret, 2nd Baronet",Jersey,789753711,,
Arnhim Eustace,Saint Vincent and the Grenadines,789761357,,
List of rulers of Oman,Omani,789761641,,
Arsene James,Saint Lucian,789789654,,
Bagrat Shinkuba,Abkhazia,789818648,,
Samson Chanba,Abkhazia,789818730,,
Alfred Marie-Jeanne,Martinique,789854706,,
Union of Congolese Patriots,"Congo, Dem. Rep. of",789898887,,
John Kemys Spencer-Churchill,Montserratian,789918293,,
Gavin St Pier,Guernsey,789938377,,
Rodolphe Alexandre,French Guiana,789939904,,
Georges Othily,French Guiana,789940008,,
Aslambek Aslakhanov,Chechen,789949907,,
Aslanbek Bulatsev,South Ossetian,789950396,,
Raynold Oilouch,Palauan,789983618,,
Howard Unwin Moffat,Rhodesian,790010191,,
Bheki Dlamini,Swaziland,790010530,,
Bhekimpi Dlamini,Swaziland,790010540,,
Jameson Mbilini Dlamini,Swaziland,790010556,,
Lutfo Dlamini,Swaziland,790010558,,
Mabandla Dlamini,Swaziland,790010563,,
Makhosini Dlamini,Swaziland,790010573,,
Mphiwa Dlamini,Swaziland,790010577,,
Obed Dlamini,Swaziland,790010578,,
Paul Dlamini,Swaziland,790010579,,
Themba Dlamini,Swaziland,790010705,,
Njabulo Mabuza,Swaziland,790010716,,
Charles Myeza,Swaziland,790010723,,
Sishayi Nxumalo,Swaziland,790010729,,
Paul Shabangu,Swaziland,790010732,,
Trusty Gina,Swaziland,790010783,,
Marwick Khumalo,Swaziland,790010820,,
Lazarus Salii,Palauan,790011394,,
Prince Sozisa Dlamini,Swaziland,790090661,,
Albertine Baclet,Guadeloupe,790100830,,
Yu Myung-hwan,South Korean,790178486,,
Yoon Young-kwan,South Korean,790178940,,
Yoon Jeung-hyun,South Korean,790179508,,
Suh Sang-chul,South Korean,790180349,,
Philipp von Cobenzl,Carniolan,790213148,,
Aya Virginie Toure,Ivorian,790279945,,
Azarias Ruberwa,"Congo, Dem. Rep. of",790305725,,
Antonín Novotný,Czech Republic,790372008,,
Ngedikes Olai Uludong,Palauan,790410665,,
Mireya Agüero,Hondura,790412309,,
María Dolores Agüero,Hondura,790412332,,
Sarah Flood-Beaubrun,Saint Lucian,790422420,,
Sandra Pierantozzi,Palauan,790423026,,
Bak Maeng-woo,South Korean,790471224,,
"Henry Carteret, 1st Baron Carteret",Jersey,790484914,,
Banyingela Kasonga,"Congo, Dem. Rep. of",790586686,,
Zuzana Brzobohatá,Czech Republic,790608148,,
Alena Palečková,Czech Republic,790608180,,
Zuzana Roithová,Czech Republic,790608186,,
Reuben Meade,Montserratian,790614135,,
Andreas Fakudze,Swaziland,790636139,,
Salesio Lui,Tokelauan,790644183,,
Kuresa Nasau,Tokelauan,790644216,,
Patuki Isaako,Tokelauan,790644404,,
Kolouei O'Brien,Tokelauan,790647368,,
Bashir Barghouti,Palestinian Territory,790695172,,
Bassam as-Salhi,Palestinian Territory,790721748,,
Anicet Kashamura,"Congo, Dem. Rep. of",790738130,,
"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510,,
List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651,,
Sophie Kanza,"Congo, Dem. Rep. of",790942655,,
Bertrand Bisimwa,"Congo, Dem. Rep. of",791074307,,
Francis Weston,Guernsey,791169532,,
Bernard Zadi Zaourou,Ivorian,791177695,,
Betty Christian,Pitcairn Islands,791265995,,
Martin Jahn,Czech Republic,791374581,,
Lee Wan-koo,South Korean,791389950,,
Jacques Cornano,Guadeloupe,791685556,,
Jacques Gillot,Guadeloupe,791685684,,
Antoine Karam,French Guiana,791685731,,
Georges Patient,French Guiana,791685933,,
Ruslan Khasbulatov,Chechen,791803238,,
Óscar Osorio,Salvadoran,791821555,,
Khalida Jarrar,Palestinian Territory,791881528,,
Tuimaleali'ifano,Samoan,791884820,,
Rosa Elena Bonilla,Hondura,791906998,,
Xiomara Castro,Hondura,791907048,,
Lourdes Rodríguez de Flores,Salvadoran,791907279,,
Álvaro Magaña,Salvadoran,791907345,,
Salvador Castaneda Castro,Salvadoran,791911972,,
Wilfred Bennett Davidson-Houston,Montserratian,791981452,,
List of Presidents of Somaliland,Somaliland,792010538,,
Charles Kisolokele,"Congo, Dem. Rep. of",792037043,,
Kim Chang-ryong,South Korean,792037093,,
Eduardo Gauggel Medina,Hondura,792070727,,
Philip Edmond Wodehouse,Cape Colony,792178662,,
Julio Adalberto Rivera Carballo,Salvadoran,792385744,,
Tapley Seaton,Saint Kitts and Nevis,792406694,,
Pavel Rychetský,Czech Republic,792417439,,
Richard Collas,Guernsey,792424069,,
Gustáv Slamečka,Czech Republic,792476721,,
Frank Walker (Jersey politician),Jersey,792567273,,
Annika Olsen,Faroese,792595685,,
Kamel al-Budeiri,Palestinian Territory,792611747,,
Zuheir Mohsen,Palestinian Territory,792615206,,
Magomedsalam Magomedov,Dagestani,792949749,,
Élie Castor,French Guiana,793002652,,
"Heroes' Acre, Pretoria",South African Republic,793010122,,
Edvard Kožušník,Czech Republic,793087579,,
Dave Solomon (rugby),Samoan,793129536,,
Carlos Escaleras,Hondura,793178396,,
Carlos Gabriel Kattán,Hondura,793179072,,
Carlos Ramón Aguilar Guifarro,Hondura,793183704,,
Carlos Salazar Castro,Salvadoran,793184472,,
Carolyn Labey,Jersey,793221391,,
Mário Viegas Carrascalão,East Timorese,793270640,,
Páll á Reynatúgvu,Faroese,793276089,,
Atli Dam,Faroese,793277402,,
Thomas Dundas (British Army officer),Guadeloupe,793286976,,
Va'ai Kolone,Samoan,793294077,,
Maurice Satineau,Guadeloupe,793353218,,
Henrik Old,Faroese,793353435,,
Victor Carey,Guernsey,793355768,,
Marita Petersen,Faroese,793394960,,
Cecil Stanley Harrison,Jersey,793405839,,
Antoine Ghonda,"Congo, Dem. Rep. of",793411567,,
Ndumiso Mamba,Swaziland,793428048,,
José Abílio Osório Soares,East Timorese,793454583,,
Chantal Berthelot,French Guiana,793613477,,
Maximiliano Hernández Martínez,Salvadoran,793642670,,
Jan Masaryk,Czech Republic,793642926,,
Charles Aken Fairbridge,Cape Colony,793643575,,
Charles Konan Banny,Ivorian,793682835,,
Abdel-Razak al-Yehiyeh,Palestinian Territory,793718428,,
Elizabeth Carriere,Montserratian,793896767,,
Tamaseu Leni Warren,Samoan,793926721,,
Reynaldo Galindo Pohl,Salvadoran,794052085,,
Raymond Guilliod,Guadeloupe,794067588,,
Abdoulaye Yerodia Ndombasi,"Congo, Dem. Rep. of",794072384,,
Paul Bolya,"Congo, Dem. Rep. of",794134715,,
Jan Koukal,Czech Republic,794146543,,
Abu Ali Mustafa,Palestinian Territory,794170874,,
Sergey Abramov (politician),Chechen,794171049,,
William Howley Goodenough,Cape Colony,794193433,,
Christine Adjobi,Ivorian,794194775,,
Mata'afa Iosefo,Samoan,794202189,,
George Thomas Napier,Cape Colony,794346758,,
Ciro Cruz Zepeda,Salvadoran,794459622,,
Salah Khalaf,Palestinian Territory,794482018,,
José Alfredo Saavedra,Hondura,794482135,,
Ken Flower,Rhodesian,794528943,,
Ana Ligia Mixco Sol de Saca,Salvadoran,794561394,,
"Clarens, Switzerland",South African Republic,794593079,,
Malek Bin Sulaiman Al Ma'amari,Omani,794599835,,
Yun Duk-min,South Korean,794638210,,
William Butler (British Army officer),Cape Colony,794705198,,
"Said bin Sultan, Sultan of Muscat and Oman",Omani,794725141,,
Konris Maynard,Saint Kitts and Nevis,794794927,,
Robert Wigmore,Cook Island,794802546,,
Pukeiti Pukeiti,Cook Island,794802590,,
Malik Saidullaev,Chechen,794893770,,
Meralda Warren,Pitcairn Islands,794905581,,
Léon Damas,French Guiana,794908987,,
Carlos Humberto Romero,Salvadoran,794988963,,
Pavel Bém,Czech Republic,794995687,,
Kamal Nasser,Palestinian Territory,795004000,,
List of Bailiffs of Jersey,Jersey,795069319,,
"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385,,
Elias Camsek Chin,Palauan,795139723,,
Joseph Chatoyer,Saint Vincent and the Grenadines,795283194,,
Louis Straker,Saint Vincent and the Grenadines,795343481,,
Andrew Skeen (Rhodesia),Rhodesian,795348776,,
Hugh Beadle,Rhodesian,795369277,,
Vít Bárta,Czech Republic,795377941,,
Hugh Marshall Hole,Rhodesian,795483112,,
Cheong Yang-seog,South Korean,795546187,,
Chin Young,South Korean,795546191,,
Kim Kwan-yong,South Korean,795546228,,
Lee Hahn-koo,South Korean,795546245,,
Lee Jung-hyun (politician),South Korean,795546256,,
Ana María,Salvadoran,795573859,,
"Sir George Yonge, 5th Baronet",Cape Colony,795625420,,
Afega Gaualofa,Tokelauan,795631781,,
Siopili Perez,Tokelauan,795633170,,
Current members of Palestinian Legislative Council,Palestinian Territory,795648388,,
Victoria Treadell,Pitcairn Islands,795649021,,
President of South Ossetia,South Ossetian,795669553,,
John Le Couteur,Jersey,795676915,,
César Ham,Hondura,795765167,,
Karl Kautsky,Czech Republic,795807571,,
Karl von Czyhlarz,Czech Republic,795809115,,
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948,,
Jim Perchard,Jersey,796095584,,
Freddy Matungulu,"Congo, Dem. Rep. of",796099032,,
Fathi Hamad,Palestinian Territory,796124047,,
Arturo Armando Molina,Salvadoran,796131598,,
Pauli Ellefsen,Faroese,796170338,,
Bryan Ian Le Marquand,Jersey,796170389,,
Rasmus Rasmussen (writer),Faroese,796170437,,
Mario Fernando Hernández,Hondura,796180350,,
Charles Richard Parkin Christian,Pitcairn Islands,796203049,,
Warren Clive Christian,Pitcairn Islands,796203180,,
Jay Warren,Pitcairn Islands,796203252,,
Václav Fresl,Czech Republic,796253432,,
Dzeliwe of Swaziland,Swaziland,796256782,,
Eduardo Gauggel Rivas,Hondura,796291215,,
Ale Vena Ale,Samoan,796309750,,
Christoffel Brand,Cape Colony,796352977,,
Keneti Sio,Samoan,796377891,,
Josef Václav Frič,Czech Republic,796403608,,
Robert Alston,Pitcairn Islands,796592041,,
Bernard Martínez Valerio,Hondura,796597000,,
Felicito Ávila,Hondura,796635107,,
Henry Barkly,Cape Colony,796646347,,
Musa Alami,Palestinian Territory,796697881,,
Patricia Rodas,Hondura,796709335,,
Roque Rodrigues,East Timorese,796722416,,
Togia Sioneholo,Niuean,796747380,,
Tomáš Zdechovský,Czech Republic,796749458,,
Andrea Češková,Czech Republic,796751775,,
Dana Kuchtová,Czech Republic,796752629,,
Rudolf Margolius,Czech Republic,796825099,,
Avelino Coelho da Silva,East Timorese,796886084,,
Sagid Murtazaliev,Dagestani,796896055,,
Palestinian Declaration of Independence,Palestinian Territory,796911861,,
Ahmad Kurd,Palestinian Territory,796924085,,
Alla Dzhioyeva,Ossetian,796950389,,
Amin al-Majaj,Palestinian Territory,796961464,,
Aziz Duwaik,Palestinian Territory,797021613,,
Lord Charles Somerset,Cape Colony,797029963,,
Manuel Tilman,East Timorese,797040695,,
Simeon Daniel,Saint Kitts and Nevis,797053483,,
Ahmed Yassin,Palestinian Territory,797122322,,
Carlos Eugenio Vides Casanova,Salvadoran,797151261,,
Charles Blé Goudé,Ivorian,797168824,,
Akhmed Zakayev,Chechen,797214106,,
Butterworth Stavely,Pitcairn Islands,797221428,,
Sheikh Mansur,Chechen,797258871,,
Isabel da Costa Ferreira,East Timorese,797279277,,
John Henry (Cook Islands politician),Cook Island,797303432,,
Geoffrey Henry,Cook Island,797303508,,
Albert Henry (politician),Cook Island,797303536,,
Roy Welensky,Rhodesian,797314307,,
Emmanuel Dungia,"Congo, Dem. Rep. of",797348410,,
Carlos Humberto Reyes,Hondura,797385790,,
Abel Muzorewa,Rhodesian,797407618,,
Munga Mibindo,"Congo, Dem. Rep. of",797435100,,
Emília Pires,East Timorese,797438594,,
Eric Lenge,"Congo, Dem. Rep. of",797446004,,
Peter Mohr Dam,Faroese,797450160,,
Knút Wang,Faroese,797493287,,
Sjúrður Skaale,Faroese,797493405,,
Ben Nsibandze,Swaziland,797494822,,
Carlos López Contreras,Hondura,797499354,,
František Ladislav Rieger,Czech Republic,797539957,,
Signatories of Rhodesia's Unilateral Declaration of Independence,Rhodesian,797546082,,
Sadia Argueta,Hondura,797677168,,
Margarita Dabdoub Sikaffi,Hondura,797684912,,
Andrew Green (Jersey politician),Jersey,797693636,,
Benjamin D'Urban,Cape Colony,797735815,,
Sékou Sanogo,Ivorian,797736207,,
Paul Antoine Bohoun Bouabré,Ivorian,797737768,,
Geraint Jennings,Jersey,797746493,,
Premier of Niue,Niuean,797757076,,
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842,,
List of Prime Ministers of Saint Lucia,Saint Lucian,797760898,,
List of Prime Ministers of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,797760926,,
Prime Minister of Samoa,Samoan,797760961,,
Yusuf bin Alawi bin Abdullah,Omani,797805284,,
Kim Chong-hoh,South Korean,797806095,,
Hanan Ashrawi,Palestinian Territory,797806716,,
Prime Minister of South Ossetia,South Ossetian,797825875,,
Petr Mach,Czech Republic,797842545,,
Akiko Sugiyama,Palauan,797884160,,
List of Prime Ministers of Swaziland,Swaziland,797904256,,
Allan Louisy,Saint Lucian,797914672,,
Allen Montgomery Lewis,Saint Lucian,797914793,,
Samira bint Mohamed Al-Moosa,Omani,797947292,,
Boswell Williams,Saint Lucian,797970479,,
John Charles Molteno,Cape Colony,797978795,,
Cause of Yasser Arafat's death,Palestinian Territory,798100387,,
George Charles,Saint Lucian,798164824,,
"George Macartney, 1st Earl Macartney",Cape Colony,798165649,,
George Mallet,Saint Lucian,798165675,,
Tupua Tamasese Lealofi IV,Samoan,798166885,,
Tofilau Eti Alesana,Samoan,798166951,,
Guy-Patrice Lumumba,"Congo, Dem. Rep. of",798185563,,
Xanana Gusmão,East Timorese,798242613,,
Ian Gorst,Jersey,798244483,,
Kassim Al-Rimawi,Palestinian Territory,798262559,,
"Government House, Montserrat",Montserratian,798265888,,
Ibrahim Abu-Lughod,Palestinian Territory,798282902,,
Chung Ho-yong,South Korean,798295710,,
Miguel Álvarez Castro,Salvadoran,798306895,,
Daniel de Lisle Brock,Guernsey,798315235,,
Islah Jad,Palestinian Territory,798331360,,
José Luís Guterres,East Timorese,798334210,,
William Porter (Attorney General),Cape Colony,798383131,,
Jack Howman,Rhodesian,798384751,,
José Tomás Ponce,Hondura,798394355,,
Mary Elizabeth Flores,Hondura,798401950,,
Barnabas Sibusiso Dlamini,Swaziland,798454144,,
Joseph Kabila,"Congo, Dem. Rep. of",798455633,,
José Cecilio del Valle,Hondura,798460200,,
José Guillermo García,Salvadoran,798460321,,
Julian Hunte,Saint Lucian,798468800,,
Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,,
Jaroslava Moserová,Czech Republic,798490261,,
Ethel Tawse Jollie,Rhodesian,798492985,,
Aiono Fanaafi Le Tagaloa,Samoan,798494387,,
Ali Mitayev,Chechen,798580067,,
Lee Jae-myung,South Korean,798611948,,
Efrem Eshba,Abkhazia,798644673,,
Vávra Suk,Czech Republic,798648973,,
Vojtěch Náprstek,Czech Republic,798686948,,
Dahir Riyale Kahin,Somaliland,798692052,,
Lubomír Štrougal,Czech Republic,798705619,,
Issam Sartawi,Palestinian Territory,798732432,,
David Tennant (politician),Cape Colony,798742813,,
Kennedy Simmonds,Saint Kitts and Nevis,798766032,,
Jan Krejčí,Czech Republic,798796793,,
Le Tagaloa Pita,Samoan,798807561,,
Jeannot Bemba Saolona,"Congo, Dem. Rep. of",798859637,,
Ebenezer Joshua,Saint Vincent and the Grenadines,798864996,,
Marisol Argueta de Barillas,Salvadoran,798896224,,
Marwan Barghouti,Palestinian Territory,798913975,,
Radek John,Czech Republic,798944631,,
Medard Mulangala,"Congo, Dem. Rep. of",798948484,,
Arsénio Bano,East Timorese,798969127,,
Mohammad Shtayyeh,Palestinian Territory,799023109,,
Mohammed Dahlan,Palestinian Territory,799023535,,
Morella Joseph,Saint Lucian,799034545,,
Mpinga Kasenda,"Congo, Dem. Rep. of",799044574,,
Nino Konis Santana,East Timorese,799059687,,
Léon Konan Koffi,Ivorian,799061508,,
Nabil Shaath,Palestinian Territory,799072017,,
Lee Nak-hoon,South Korean,799083872,,
Nabeel Kassis,Palestinian Territory,799209138,,
David Payton,Tokelauan,799209983,,
David Romero Ellner,Hondura,799220342,,
Norma Haydee Calderón,Hondura,799300330,,
Jan Jesenius,Czech Republic,799301686,,
Donaldson Romeo,Montserratian,799317293,,
Fernand Kazadi,"Congo, Dem. Rep. of",799328311,,
Antoine-Roger Bolamba,"Congo, Dem. Rep. of",799328685,,
Odette Babandoa Etoa,"Congo, Dem. Rep. of",799331221,,
Alan David Butler,Rhodesian,799332728,,
Leonid Tibilov,South Ossetian,799335775,,
Timothy Harris,Saint Kitts and Nevis,799339256,,
Olman Danery Maldonado,Hondura,799341541,,
Andries Stockenström,Cape Colony,799373837,,
"Sir Harry Smith, 1st Baronet",Cape Colony,799472552,,
Paul Yao N'Dré,Ivorian,799484902,,
George Carteret,Jersey,799514955,,
Monique Mukuna Mutombo,"Congo, Dem. Rep. of",799533831,,
Moosa AbdulRahman Hassan,Omani,799540696,,
Jack William Pithey,Rhodesian,799548505,,
President of Rhodesia,Rhodesian,799548556,,
Gerard Bromley Robert Christian,Pitcairn Islands,799551777,,
Ivan Christian,Pitcairn Islands,799551778,,
Pervis Ferris Young,Pitcairn Islands,799551779,,
