page,country,rev_id,Geography,Population mid-2018 (millions)
Thursday October Christian II,Pitcairn Islands,799551780,,
Brenda Christian,Pitcairn Islands,799551784,,
President of East Timor,East Timorese,799570306,,
Denis Walker,Rhodesian,799608339,,
Garri Aiba,Abkhazia,799618550,,
Jim Marurai,Cook Island,799769949,,
Mahmoud al-Mabhouh,Palestinian Territory,799802471,,
Pearlette Louisy,Saint Lucian,799842307,,
Qadura Fares,Palestinian Territory,799858795,,
Daniel Kablan Duncan,Ivorian,799873303,,
Ekila Liyonda,"Congo, Dem. Rep. of",799913697,,
René Emilio Ponce,Salvadoran,799918049,,
Augustin Matata Ponyo,"Congo, Dem. Rep. of",799930121,,
Ouboutou Tegremante,Saint Kitts and Nevis,799930780,,
Yoo Il-ho,South Korean,799945764,,
Leila Khaled,Palestinian Territory,800067783,,
Nkulu Mitumba Kilombo,"Congo, Dem. Rep. of",800087105,,
Augustin Thiam,Ivorian,800116906,,
Shawn Christian (mayor),Pitcairn Islands,800137512,,
Charles Henry Darling,Cape Colony,800159179,,
Silvia Ayala,Hondura,800166969,,
Simone Gbagbo,Ivorian,800169882,,
James Fitz-Allen Mitchell,Saint Vincent and the Grenadines,800257111,,
Park Young-sun,South Korean,800258105,,
Muhammad Nimr al-Hawari,Palestinian Territory,800264686,,
Wadie Haddad,Palestinian Territory,800268417,,
Laurent Nkunda,"Congo, Dem. Rep. of",800298783,,
James Cowden,Rhodesian,800407772,,
Herbert Chitepo,Rhodesian,800416336,,
Guillermo Ungo,Salvadoran,800478736,,
Thomas Nangle,Rhodesian,800479460,,
"Statue of Paul Kruger, Church Square",South African Republic,800488968,,
Christophe Gbenye,"Congo, Dem. Rep. of",800537411,,
Josef Ježek,Czech Republic,800555146,,
Ricardo Álvarez Arias,Hondura,800643446,,
Sotsha Dlamini,Swaziland,800650407,,
Munib al-Masri,Palestinian Territory,800663648,,
Stanislaus A. James,Saint Lucian,800680583,,
Stephenson King,Saint Lucian,800696547,,
Stuart Syvret,Jersey,800714278,,
Suha Arafat,Palestinian Territory,800718761,,
Høgni Hoydal,Faroese,800723683,,
Taba Summit,Palestinian Territory,800748567,,
Henriette Diabaté,Ivorian,800750399,,
Jana Bobošíková,Czech Republic,800754664,,
John Paterson (Cape politician),Cape Colony,800767317,,
Inga Rhonda King,Saint Vincent and the Grenadines,800881284,,
Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412,,
Kwon Young-ghil,South Korean,800896932,,
In Jae-keun,South Korean,800896981,,
Viktor Dyk,Czech Republic,800925236,,
Alois Jirásek,Czech Republic,800925518,,
Sari Nusseibeh,Palestinian Territory,800949001,,
Timothy Stamps,Rhodesian,800986051,,
Turpal-Ali Atgeriyev,Chechen,801036587,,
Aveau Niko Palamo,Samoan,801057378,,
Edmund Estephane,Saint Lucian,801070713,,
Eduard Kokoity,South Ossetian,801087048,,
Vaughan Lewis,Saint Lucian,801096569,,
Education Minister of the Palestinian National Authority,Palestinian Territory,801102332,,
Minister of Defence (Democratic Republic of the Congo),"Congo, Dem. Rep. of",801107444,,
Moïse Tshombe,"Congo, Dem. Rep. of",801110165,,
Godefroid Munongo,"Congo, Dem. Rep. of",801112469,,
Mark Gosche,Samoan,801142102,,
Edward Trevor (Jersey),Jersey,801172575,,
Premier of Montserrat,Montserratian,801175821,,
Lauaki Namulauulu Mamoe,Samoan,801175876,,
List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970,,
Tufuga Efi,Samoan,801182300,,
Salamasina,Samoan,801186581,,
Efraín Bu Girón,Hondura,801194944,,
Tupua Tamasese Meaʻole,Samoan,801213484,,
Yaqub al-Ghusayn,Palestinian Territory,801214518,,
Winston Cenac,Saint Lucian,801276622,,
Félix Houphouët-Boigny,Ivorian,801282263,,
Philip Ozouf Jr,Jersey,801284949,,
Governor-General of Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,801288101,,
Khaled Mashal,Palestinian Territory,801299475,,
Emile Capgras,Martinique,801319110,,
Ziad Abu Ein,Palestinian Territory,801335922,,
Thomas Kanza,"Congo, Dem. Rep. of",801348128,,
John X. Merriman,Cape Colony,801351302,,
Abdullah Al Saidi,Omani,801364408,,
Head of Government of Tokelau,Tokelauan,801375710,,
Walter Antonio Chávez,Hondura,801414837,,
Mpilo Walter Benson Rubusana,Cape Colony,801417570,,
Elvia Josefina Amador,Hondura,801499755,,
Zuhdi Labib Terzi,Palestinian Territory,801507800,,
Dmitry Sanakoyev,South Ossetian,801560549,,
Emma Hippolyte,Saint Lucian,801563305,,
Emma Kruse Va'ai,Samoan,801564093,,
Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141,,
Túpac Amaru,Incan,801587917,,
Falima Teao,Tokelauan,801630990,,
Kristina Háfoss,Faroese,801638146,,
Sam Levy,Rhodesian,801716406,,
Humphrey Gibbs,Rhodesian,801718040,,
Tupua Tamasese,Samoan,801746626,,
Joseph Okito,"Congo, Dem. Rep. of",801770255,,
P. K. van der Byl,Rhodesian,801795215,,
Henry Hugh Clifford,Cape Colony,801856640,,
Raghib al-Nashashibi,Palestinian Territory,801867039,,
Clifford Dupont,Rhodesian,801876681,,
Krugersdorp,South African Republic,801877418,,
James Tennant Molteno,Cape Colony,801935094,,
President of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",801936063,,
"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668,,
Tupua Tamasese Lealofi III,Samoan,801944573,,
Alexis Thambwe Mwamba,"Congo, Dem. Rep. of",801968131,,
Adriana Krnáčová,Czech Republic,801972898,,
Marlon Tábora Muñoz,Hondura,802009929,,
Olaf Frederick Nelson,Samoan,802011301,,
Ondřej Liška,Czech Republic,802013967,,
Zhiuli Shartava,Abkhazia,802029007,,
List of heads of government of Ivory Coast,Ivorian,802048749,,
Marcel Chládek,Czech Republic,802054500,,
Miroslava Kopicová,Czech Republic,802055280,,
Milan Chovanec,Czech Republic,802060218,,
František Bublan,Czech Republic,802060471,,
Jiří Dienstbier Jr.,Czech Republic,802069244,,
Estanislau da Silva,East Timorese,802072802,,
Antonio Saca,Salvadoran,802075785,,
Jamila Abdallah Taha al-Shanti,Palestinian Territory,802082257,,
Labotsibeni Mdluli,Swaziland,802149787,,
Lance Smith (politician),Rhodesian,802151785,,
Alphonse Songolo,"Congo, Dem. Rep. of",802154801,,
List of heads of state of the Democratic Republic of the Congo,"Congo, Dem. Rep. of",802197658,,
Va'aletoa Sualauvi II,Samoan,802218035,,
Eustace John,Saint Kitts and Nevis,802273418,,
Jibril Rajoub,Palestinian Territory,802302873,,
Said bin Taimur,Omani,802317488,,
Táňa Fischerová,Czech Republic,802360196,,
Václav Jehlička,Czech Republic,802365998,,
Michel Amani N'Guessan,Ivorian,802374350,,
Richard Weston (treasurer),Guernsey,802409654,,
Jules Mutebusi,"Congo, Dem. Rep. of",802411491,,
Viliam Široký,Czech Republic,802416926,,
Abdelrahman al-Dajani,Palestinian Territory,802436402,,
Ahmad Agha Duzdar,Palestinian Territory,802436510,,
Musa al-Alami (mayor of Jerusalem),Palestinian Territory,802436655,,
Hussam ad-Din Jarallah,Palestinian Territory,802438226,,
As'ad Shukeiri,Palestinian Territory,802444446,,
Sirið Stenberg,Faroese,802476681,,
Eyad al-Sarraj,Palestinian Territory,802495061,,
Eyðgunn Samuelsen,Faroese,802515495,,
Miroslav Lidinský,Czech Republic,802531379,,
Peter Crill,Jersey,802532217,,
Abdel Aziz al-Rantisi,Palestinian Territory,802598153,,
Alexandre de Beauharnais,Martinique,802657786,,
Akhmad Kadyrov,Chechen,802665757,,
Kang Kum-sil,South Korean,802728876,,
José Ramos-Horta,East Timorese,802765398,,
Petr Cibulka,Czech Republic,802834939,,
Fatima Bernawi,Palestinian Territory,802835604,,
Faumuina Tiatia Liuga,Samoan,802850235,,
Anna Šabatová,Czech Republic,802875800,,
Vadim Brovtsev,South Ossetian,802882186,,
Jeanne Gervais,Ivorian,802893546,,
Gladys Anoma,Ivorian,802893568,,
Bernard Binlin Dadié,Ivorian,802904214,,
"John Carteret, 2nd Earl Granville",Jersey,802912550,,
Edva Jacobsen,Faroese,802925425,,
Desmond Lardner-Burke,Rhodesian,802930161,,
Hugo Lindo,Salvadoran,802944082,,
Dzhokhar Dudayev,Chechen,802950350,,
Marco Aurelio Soto,Hondura,802955117,,
Park Yong-ok,South Korean,802955917,,
Ahmad Sa'adat,Palestinian Territory,802968215,,
Yuri Voronov,Abkhazia,803018106,,
Fernando de Araújo (East Timorese politician),East Timorese,803043434,,
Aksel V. Johannesen,Faroese,803145744,,
Ilyas Akhmadov,Chechen,803177211,,
Leander Starr Jameson,Cape Colony,803177433,,
Salah Shehade,Palestinian Territory,803242304,,
Henry Bartle Frere,Cape Colony,803288472,,
"Hercules Robinson, 1st Baron Rosmead",Cape Colony,803303116,,
Adolph Aloys von Braun,Czech Republic,803332354,,
Pierre Mulele,"Congo, Dem. Rep. of",803335436,,
Jeon Hye-sook,South Korean,803383030,,
Toke Talagi,Niuean,803392432,,
Darius J. Pearce,Jersey,803416400,,
Kasongo Munganga,"Congo, Dem. Rep. of",803421580,,
Mahmoud Abbas,Palestinian Territory,803433440,,
Dana Bérová,Czech Republic,803438779,,
Ruslan Gelayev,Chechen,803469952,,
Pachacuti,Incan,803601556,,
Head of the Republic of Dagestan,Dagestani,803611453,,
Taur Matan Ruak,East Timorese,803615826,,
"Henry Loch, 1st Baron Loch",Cape Colony,803618569,,
John Bredenkamp,Rhodesian,803620246,,
Djóni í Geil,Faroese,803656387,,
František Palacký,Czech Republic,803658529,,
Lúcia Lobato,East Timorese,803664269,,
Schafik Handal,Salvadoran,803674894,,
Miroslav Kostelka,Czech Republic,803709959,,
John Compton,Saint Lucian,803737879,,
Martin Barták,Czech Republic,803793256,,
Karolína Peake,Czech Republic,803794383,,
Arnoldo José Avilés García,Hondura,803808871,,
Robert Guéï,Ivorian,803820918,,
List of heads of state of Ivory Coast,Ivorian,803821448,,
Coronado Chávez,Hondura,803835401,,
Florencio Xatruch,Hondura,803835755,,
Ramón Villeda Morales,Hondura,803836305,,
Roberto Suazo Córdova,Hondura,803836472,,
Rafael Leonardo Callejas Romero,Hondura,803836551,,
Kim Un-yong,South Korean,803838269,,
Francis Dundas,Cape Colony,803908887,,
Kenny Anthony,Saint Lucian,803917686,,
Ana Vilma de Escobar,Salvadoran,803927035,,
"Faisal bin Turki, Sultan of Muscat and Oman",Omani,803929525,,
Francis Wodié,Ivorian,803941004,,
Francisco Xavier do Amaral,East Timorese,803969836,,
Petr Ježek,Czech Republic,803983301,,
Frank Lui,Niuean,804027488,,
Frank Rhodes (British Army officer),Rhodesian,804040348,,
Yasser Arafat,Palestinian Territory,804075706,,
Denzil Douglas,Saint Kitts and Nevis,804081241,,
František Udržal,Czech Republic,804093764,,
Ernest Lucas Guest,Rhodesian,804101492,,
List of vice-presidents of Ivory Coast,Ivorian,804108433,,
Vicente Mejía Colindres,Hondura,804127803,,
Miguel Paz Barahona,Hondura,804127877,,
Rafael López Gutiérrez,Hondura,804128734,,
Francisco Bertrand,Hondura,804129698,,
Miguel R. Dávila,Hondura,804130200,,
Manuel Bonilla,Hondura,804130440,,
Terencio Sierra,Hondura,804131272,,
Policarpo Bonilla,Hondura,804131604,,
Ponciano Leiva,Hondura,804131948,,
Ahmad Shukeiri,Palestinian Territory,804132518,,
José María Medina,Hondura,804133123,,
José Santos Guardiola,Hondura,804133555,,
Juan Lindo,Salvadoran,804134156,,
José Lino Matute,Hondura,804138803,,
José Santiago Bueso,Hondura,804139010,,
Francisco de Aguilar (politician),Hondura,804139208,,
José Francisco Montes,Hondura,804139258,,
Victoriano Castellanos,Hondura,804139730,,
Francisco Inestroza,Hondura,804139800,,
Francisco Cruz Castro,Hondura,804139868,,
Marcelino Mejía,Hondura,804140099,,
Crescencio Gómez,Hondura,804140159,,
Miguel Oquelí Bustillo,Hondura,804140314,,
Francisco Bueso,Hondura,804140447,,
Adan Ahmed Elmi,Somaliland,804143605,,
Ralph Gonsalves,Saint Vincent and the Grenadines,804164057,,
Joseph Kasa-Vubu,"Congo, Dem. Rep. of",804197745,,
Ben Viljoen,South African Republic,804250196,,
President of Ichkeria,Chechen,804275742,,
Said-Khasanom Abumuslimov,Chechen,804276832,,
Vakha Arsanov,Chechen,804276940,,
Lowry Cole,Cape Colony,804277547,,
Shamil Basayev,Chechen,804277603,,
Supyan Abdullayev,Chechen,804277842,,
Zelimkhan Yandarbiyev,Chechen,804279009,,
Aslan Maskhadov,Chechen,804279119,,
Abdul-Halim Sadulayev,Chechen,804279165,,
Dokka Umarov,Chechen,804279341,,
10 agorot controversy,Palestinian Territory,804292510,,
Malietoa Tanumafili II,Samoan,804303257,,
Frédéric Kibassa Maliba,"Congo, Dem. Rep. of",804359582,,
"Sir David Baird, 1st Baronet",Cape Colony,804362436,,
Alan Simon Crowcroft,Jersey,804372746,,
Fuimaono Naoia Tei,Samoan,804379271,,
Fuiono Senio,Samoan,804379277,,
Elsebeth Mercedis Gunnleygsdóttur,Faroese,804422035,,
Félix Éboué,French Guiana,804473743,,
James Rose Innes,Cape Colony,804497413,,
Túpac Katari,Incan,804527512,,
Mauricio Funes,Salvadoran,804528819,,
Havilland de Sausmarez,Guernsey,804532628,,
Vice President of El Salvador,Salvadoran,804538892,,
Tapa Tchermoeff,Chechen,804557776,,
Václav Havel,Czech Republic,804569724,,
Pavel Fischer,Czech Republic,804582256,,
Tabu Ley Rochereau,"Congo, Dem. Rep. of",804587534,,
Gabriela Nuñez,Hondura,804587565,,
Eva Tylová,Czech Republic,804591494,,
Francisco Flores Pérez,Salvadoran,804606321,,
Vyacheslav Bitarov,Ossetian,804609656,,
Tamerlan Aguzarov,Ossetian,804609900,,
Godfrey Chidyausiku,Rhodesian,804650400,,
Tsandzile Dlamini,Swaziland,804656330,,
Leonard Mashako Mamba,"Congo, Dem. Rep. of",804709167,,
Krugerrand,South African Republic,804713000,,
Dana Jurásková,Czech Republic,804715205,,
Svatopluk Němeček,Czech Republic,804715467,,
Richard Hope Hall,Rhodesian,804743937,,
Crosaire,Rhodesian,804806363,,
José Napoleón Duarte,Salvadoran,804809409,,
Sim Sang-jung,South Korean,804816596,,
Kim So-yeon (activist),South Korean,804817210,,
Richard Brabec,Czech Republic,804820949,,
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608,,
Jan Fischer (politician),Czech Republic,804868436,,
Martin Pecina,Czech Republic,804869147,,
Vlasta Parkanová,Czech Republic,804871394,,
Gaston Thornicroft,Rhodesian,804877226,,
Martin Bursík,Czech Republic,804879673,,
2000 Camp David Summit,Palestinian Territory,804914588,,
Amin al-Husseini,Palestinian Territory,804940228,,
Cuthbert Sebastian,Saint Kitts and Nevis,804942241,,
Franck Mwe di Malila,"Congo, Dem. Rep. of",804943836,,
Adel Zawati,Palestinian Territory,804957442,,
Yi Yun-yong,South Korean,804962117,,
Byeon Yeong-tae,South Korean,804962160,,
Lee Beom-seok (foreign minister),South Korean,804962170,,
Vicente Guterres,East Timorese,804966906,,
Yoo Chang-soon,South Korean,804968129,,
Lee Hyun-jae,South Korean,804968364,,
Hyun Soong-jong,South Korean,804968483,,
Yun Byung-se,South Korean,804971432,,
Kim Sung-hwan (politician),South Korean,804971477,,
Kim Suk-soo,South Korean,804971686,,
Kim Hwang-sik,South Korean,804971888,,
Chang Sang,South Korean,804972263,,
Armando Calderón Sol,Salvadoran,804991452,,
Lubomír Zaorálek,Czech Republic,805037426,,
Mobutu Sese Seko,"Congo, Dem. Rep. of",805038023,,
Amadou Gon Coulibaly,Ivorian,805044583,,
Chang Taek-sang,South Korean,805053478,,
Augusto Coello,Hondura,805055004,,
Gennadi Berulava,Abkhazia,805063877,,
Radola Gajda,Czech Republic,805084705,,
Maurice Mpolo,"Congo, Dem. Rep. of",805086693,,
William Bailhache,Jersey,805135198,,
Michael Birt (barrister),Jersey,805136001,,
Frank Ereaut,Jersey,805136113,,
Robert Pipon Marett,Jersey,805136184,,
Nicolaas Frederic de Waal,Cape Colony,805157563,,
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721,,
Karel Schwarzenberg,Czech Republic,805176779,,
Vlasta Svobodová,Czech Republic,805179298,,
Rui Maria de Araújo,East Timorese,805183458,,
George Romeo Silvestri,Hondura,805248828,,
Georges Minsay Booka,"Congo, Dem. Rep. of",805279692,,
Lim Su-kyung,South Korean,805293256,,
Omar Barghouti,Palestinian Territory,805306238,,
Arab Money,Palestinian Territory,805321868,,
Ondřej Přikryl,Czech Republic,805352758,,
Fidel Sánchez Hernández,Salvadoran,805353238,,
Germain Katanga,"Congo, Dem. Rep. of",805368981,,
"James Graham, 7th Duke of Montrose",Rhodesian,805372073,,
Milada Horáková,Czech Republic,805439919,,
Ghassan Khatib,Palestinian Territory,805441005,,
Rafael Antonio Gutiérrez,Salvadoran,805474907,,
Hilaria Supa,Incan,805475200,,
Freddie Cohen,Jersey,805499715,,
Daniel Kanza,"Congo, Dem. Rep. of",805523382,,
Michael Pilgrim,Saint Lucian,805577053,,
Salvador Nasralla,Hondura,805625721,,
Pa Tepaeru Terito Ariki,Cook Island,805657875,,
"John Charles Molteno, Jr.",Cape Colony,805678535,,
Edmund Andros,Guernsey,805755298,,
Guram Gabiskiria,Abkhazia,805775169,,
Umar Dzhabrailov,Chechen,805794113,,
Ahmad Toukan,Palestinian Territory,805811873,,
Martin Holcát,Czech Republic,805824502,,
Gilbert Pongo,"Congo, Dem. Rep. of",805835265,,
Muhammad Haji Ibrahim Egal,Somaliland,805840190,,
Ramzan Kadyrov,Chechen,805869321,,
Hediya Yousef,Rojava,805873719,,
Mansur Selum,Rojava,805873803,,
Laurent-Désiré Kabila,"Congo, Dem. Rep. of",805923394,,
Kruger National Park,South African Republic,805927999,,
Allen Chastanet,Saint Lucian,805945778,,
Alena Dernerová,Czech Republic,805946007,,
Ki Dong-min,South Korean,805956890,,
Ahrn Palley,Rhodesian,805960143,,
Baklai Temengil,Palauan,805961817,,
"Alfred Milner, 1st Viscount Milner",Cape Colony,805962015,,
Nestor Lakoba,Abkhazia,805967589,,
Edmundo Orellana,Hondura,805984131,,
Shin Sung-mo,South Korean,805991409,,
Irma Dimas,Salvadoran,806010405,,
Annita á Fríðriksmørk,Faroese,806011231,,
Marian Jurečka,Czech Republic,806049453,,
O le Ao o le Malo,Samoan,806055721,,
Manuel José Arce,Salvadoran,806057984,,
Prospère Mushobekwa,"Congo, Dem. Rep. of",806071312,,
Chun Jung-bae,South Korean,806073279,,
"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996,,
Pavel Bělobrádek,Czech Republic,806085100,,
President of El Salvador,Salvadoran,806101149,,
Han Duck-soo,South Korean,806124709,,
Francisco Guterres,East Timorese,806140876,,
Roh Tae-woo,South Korean,806145466,,
Allan Savory,Rhodesian,806153816,,
Rafael Pineda Ponce,Hondura,806178799,,
Han Myeong-sook,South Korean,806182207,,
Choo Mi-ae,South Korean,806184478,,
Eugène Serufuli Ngayabaseka,"Congo, Dem. Rep. of",806189185,,
Julien Paluku Kahongya,"Congo, Dem. Rep. of",806189633,,
Alassane Ouattara,Ivorian,806218350,,
Dan Ťok,Czech Republic,806231200,,
Jonathan Kings,Tokelauan,806257719,,
Administrator of Tokelau,Tokelauan,806258588,,
Hortense Aka-Anghui,Ivorian,806287770,,
Na Kyung-won,South Korean,806319565,,
Gordon Sprigg,Cape Colony,806340214,,
Khalil al-Wazir,Palestinian Territory,806359448,,
List of mayors of Goma,"Congo, Dem. Rep. of",806372703,,
Victor Nendaka Bika,"Congo, Dem. Rep. of",806383479,,
Min Byung-doo,South Korean,806399005,,
Governor-General of Saint Lucia,Saint Lucian,806408228,,
Governor of Montserrat,Montserratian,806415676,,
Dagobert Banzio,Ivorian,806421729,,
Henry Jean-Baptiste,Martinique,806431975,,
Choe Kwang-shik,South Korean,806439224,,
Choi Kyu-hah,South Korean,806462613,,
Jiří Dienstbier,Czech Republic,806490518,,
Rudolf Slánský,Czech Republic,806504904,,
Won Sei-hoon,South Korean,806511942,,
Won Yoo-chul,South Korean,806512047,,
Antoine Gizenga cabinet,"Congo, Dem. Rep. of",806524828,,
Ian Smith,Rhodesian,806532780,,
Alexandr Vondra,Czech Republic,806537585,,
Jaroslav Šedivý,Czech Republic,806538241,,
Cyril Svoboda,Czech Republic,806538320,,
Jan Kohout,Czech Republic,806539480,,
André Lubaya,"Congo, Dem. Rep. of",806545614,,
Gratien Candace,Guadeloupe,806546383,,
Kim Boo-kyum,South Korean,806555857,,
Miloš Vystrčil,Czech Republic,806558617,,
Mimi Karlsen,Greenlandic,806560929,,
Alois Eliáš,Czech Republic,806566913,,
Jan Skopeček (politician),Czech Republic,806569308,,
Miloslav Ludvík,Czech Republic,806586185,,
Baek Du-jin,South Korean,806590508,,
Martin Kupka,Czech Republic,806636602,,
Cecil Rhodes,Cape Colony,806647373,,
Matěj Stropnický,Czech Republic,806650264,,
"Thuwaini bin Said, Sultan of Muscat and Oman",Omani,806665440,,
Joan Viliamu,Niuean,806666816,,
Petr Šimerka,Czech Republic,806669645,,
Jaromír Drábek,Czech Republic,806669709,,
Ludmila Müllerová,Czech Republic,806669752,,
Jan Veleba (politician),Czech Republic,806672899,,
František Ringo Čech,Czech Republic,806673245,,
Michaela Marksová,Czech Republic,806673585,,
Robert Pelikán,Czech Republic,806708361,,
Karla Šlechtová,Czech Republic,806708532,,
Stanislav Gross,Czech Republic,806720477,,
Martin Stropnický,Czech Republic,806729653,,
Tony Abbott (governor),Montserratian,806730593,,
José Matías Delgado,Salvadoran,806731535,,
Tom Marsters,Cook Island,806739780,,
"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773,,
Leoš Heger,Czech Republic,806751902,,
Túpac Amaru II,Incan,806761543,,
Selvin Laínez,Hondura,806796619,,
Park Chung-hee,South Korean,806801805,,
Anatoly Bibilov,Ossetian,806832826,,
Chun Doo-hwan,South Korean,806846283,,
Bohuslav Svoboda,Czech Republic,806850638,,
Roh Moo-hyun,South Korean,806852494,,
Ana Julia García,Hondura,806875293,,
Miroslava Němcová,Czech Republic,806876791,,
Zbyněk Stanjura,Czech Republic,806900987,,
Qaboos bin Said al Said,Omani,806904421,,
Katrin Kallsberg,Faroese,806909915,,
Ismail Haniyeh,Palestinian Territory,806939531,,
Jean-Chrysostome Werengemere,"Congo, Dem. Rep. of",806947596,,
Francisco Ferrera,Hondura,806948506,,
Vanda Pignato,Salvadoran,806958982,,
Guillaume Soro,Ivorian,806973935,,
Drahomíra Miklošová,Czech Republic,806988445,,
Václav Klaus Jr.,Czech Republic,806991412,,
Lee Jung-hee,South Korean,807021657,,
Song Yo-chan,South Korean,807029190,,
Kitack Lim,South Korean,807057020,,
Dominik Feri,Czech Republic,807058182,,
Park Geun-hye,South Korean,807060237,,
Garfield Todd,Rhodesian,807097467,,
Alexandra Udženija,Czech Republic,807102237,,
Do Jong-hwan,South Korean,807122658,,
Assassination of Park Chung-hee,South Korean,807142261,,
Laurent Gbagbo,Ivorian,807159456,,
Douglas Hamilton Ritchie,Rhodesian,807159903,,
Godfrey Huggins,Rhodesian,807160082,,
Maphevu Dlamini,Swaziland,807175486,,
José María Lemus,Salvadoran,807175924,,
William Sio,Samoan,807177019,,
Idris Gaibov,Chechen,807180397,,
Jean-Pierre Bemba,"Congo, Dem. Rep. of",807193274,,
Guy Joseph,Saint Lucian,807198874,,
Salvador Sánchez Cerén,Salvadoran,807210786,,
Jason Sendwe,"Congo, Dem. Rep. of",807243537,,
Gérard Kamanda wa Kamanda,"Congo, Dem. Rep. of",807258156,,
Piet Joubert,South African Republic,807269619,,
Patrice Lumumba,"Congo, Dem. Rep. of",807273861,,
George Hackwill,Rhodesian,807283218,,
George Grey,Cape Colony,807290539,,
Patrick Achi,Ivorian,807296683,,
H. C .W. Tórgarð,Faroese,807297374,,
Peregrine Maitland,Cape Colony,807330872,,
Ivan Pilný,Czech Republic,807333095,,
Marta Semelová,Czech Republic,807334610,,
Daniel Herman,Czech Republic,807334657,,
Jan Hamáček,Czech Republic,807353609,,
Ruslan Alikhadzhiyev,Chechen,807354708,,
Michal Horáček,Czech Republic,807358143,,
Nizar Rayan,Palestinian Territory,807364845,,
Václav Klaus,Czech Republic,807382193,,
Martin Kuba,Czech Republic,807394304,,
Martin Říman,Czech Republic,807394725,,
Kateřina Valachová,Czech Republic,807399097,,
Thomas Francis Wade,Cape Colony,807401513,,
Geum Min,South Korean,807404528,,
Vladimír Tošovský,Czech Republic,807415625,,
Pavel Svoboda,Czech Republic,807416099,,
Petr Fiala,Czech Republic,807420515,,
Nam Duck-woo,South Korean,807423123,,
Henry Everard,Rhodesian,807425613,,
John Wrathall,Rhodesian,807425747,,
Haifa al-Agha,Palestinian Territory,807439836,,
Mahmoud al-Zahar,Palestinian Territory,807444564,,
Juan Ángel Arias Boquín,Hondura,807445333,,
Francisco Zelaya y Ayes,Hondura,807445395,,
Haitham bin Tariq Al Said,Omani,807451487,,
Ruslan Yamadayev,Chechen,807454176,,
Hakam Balawi,Palestinian Territory,807459429,,
Vladimír Špidla,Czech Republic,807462107,,
Yunis Al Astal,Palestinian Territory,807462818,,
